sale_id,invoice_no,sale_date,store_id,customer_id,product_id,quantity,unit_price,cost_price,discount_pct,total_amount
1325,INV-2025-11-26-0325,11/26/2025,4,509,15,7,3500,2421,0.10,22050
1326,INV-2023-05-21-0326,5/21/2023,7,590,11,5,1500,844,0.00,7500
1327,INV-2024-05-19-0327,5/19/2024,7,648,4,2,1500,1004,0.10,2700
1328,INV-2023-04-07-0328,4/7/2023,6,592,20,4,4500,2994,0.05,17100
1329,INV-2024-05-21-0329,5/21/2024,1,558,17,5,2200,1393,0.05,10450
1330,INV-2025-09-15-0330,9/15/2025,5,587,18,6,750,422,0.10,4050
1331,INV-2024-11-04-0331,11/4/2024,5,573,13,1,800,495,0.05,760
1332,INV-2025-04-05-0332,4/5/2025,3,692,19,2,850,574,0.15,1445
1333,INV-2025-02-26-0333,2/26/2025,6,535,17,5,2200,1236,0.15,9350
1334,INV-2025-04-22-0334,4/22/2025,1,599,9,2,2500,1484,0.05,4750
1335,INV-2025-08-16-0335,8/16/2025,7,617,11,4,1500,1092,0.05,5700
1336,INV-2023-07-06-0336,7/6/2023,2,592,16,2,900,587,0.00,1800
1337,INV-2025-06-27-0337,6/27/2025,1,558,5,1,700,503,0.15,595
1338,INV-2025-02-13-0338,2/13/2025,1,615,15,5,3500,1952,0.00,17500
1339,INV-2025-08-23-0339,8/23/2025,2,620,11,3,1500,1035,0.10,4050
1340,INV-2023-09-16-0340,9/16/2023,7,685,17,5,2200,1590,0.05,10450
1341,INV-2023-07-11-0341,7/11/2023,7,590,12,4,1200,706,0.00,4800
1342,INV-2023-07-06-0342,7/6/2023,8,526,2,8,1200,699,0.00,9600
1343,INV-2025-04-22-0343,4/22/2025,6,681,20,7,4500,3335,0.05,29925
1344,INV-2025-01-06-0344,1/6/2025,2,570,8,1,300,174,0.00,300
1345,INV-2024-10-03-0345,10/3/2024,7,541,14,6,1200,792,0.10,6480
1346,INV-2024-02-18-0346,2/18/2024,7,579,4,8,1500,834,0.00,12000
1347,INV-2025-12-05-0347,12/5/2025,3,563,8,6,300,206,0.05,1710
1348,INV-2025-05-11-0348,5/11/2025,3,563,17,8,2200,1613,0.05,16720
1349,INV-2025-01-19-0349,1/19/2025,1,639,12,4,1200,676,0.05,4560
1350,INV-2023-06-01-0350,6/1/2023,1,675,12,2,1200,868,0.00,2400
1351,INV-2025-06-21-0351,6/21/2025,4,553,20,4,4500,2562,0.05,17100
1352,INV-2024-11-15-0352,11/15/2024,8,515,4,5,1500,957,0.00,7500
1353,INV-2025-10-02-0353,10/2/2025,7,563,9,1,2500,1647,0.10,2250
1354,INV-2024-05-08-0354,5/8/2024,8,638,5,8,700,416,0.05,5320
1355,INV-2025-03-13-0355,3/13/2025,5,532,8,2,300,196,0.10,540
1356,INV-2025-12-11-0356,12/11/2025,1,607,17,2,2200,1233,0.15,3740
1357,INV-2025-03-09-0357,3/9/2025,4,685,6,2,500,348,0.05,950
1358,INV-2024-05-11-0358,5/11/2024,3,502,16,2,900,557,0.15,1530
1359,INV-2025-06-03-0359,6/3/2025,1,607,5,5,700,404,0.05,3325
1360,INV-2025-09-24-0360,9/24/2025,3,665,19,5,850,544,0.10,3825
1361,INV-2024-12-20-0361,12/20/2024,1,626,6,8,500,364,0.00,4000
1362,INV-2024-08-15-0362,8/15/2024,6,627,12,4,1200,674,0.15,4080
1363,INV-2025-05-06-0363,5/6/2025,3,622,10,5,1800,1145,0.05,8550
1364,INV-2025-06-21-0364,6/21/2025,5,694,10,2,1800,1346,0.00,3600
1365,INV-2025-08-02-0365,8/2/2025,2,643,12,8,1200,898,0.10,8640
1366,INV-2024-03-02-0366,3/2/2024,2,623,13,8,800,521,0.00,6400
1367,INV-2025-06-11-0367,6/11/2025,7,532,5,8,700,486,0.00,5600
1368,INV-2024-11-11-0368,11/11/2024,2,531,14,2,1200,693,0.00,2400
1369,INV-2024-10-02-0369,10/2/2024,8,657,18,3,750,536,0.00,2250
1370,INV-2024-04-05-0370,4/5/2024,6,506,14,2,1200,863,0.00,2400
1371,INV-2024-03-21-0371,3/21/2024,5,652,6,1,500,297,0.10,450
1372,INV-2025-08-03-0372,8/3/2025,8,605,7,4,400,221,0.00,1600
1373,INV-2024-11-12-0373,11/12/2024,3,524,1,6,650,432,0.05,3705
1374,INV-2025-08-05-0374,8/5/2025,4,548,17,5,2200,1530,0.05,10450
1375,INV-2025-05-02-0375,5/2/2025,5,568,7,6,400,233,0.00,2400
1376,INV-2025-08-08-0376,8/8/2025,1,566,10,2,1800,1268,0.05,3420
1377,INV-2024-08-14-0377,8/14/2024,2,562,7,3,400,292,0.15,1020
1378,INV-2024-11-22-0378,11/22/2024,6,570,1,3,650,436,0.05,1852.5
1379,INV-2023-12-29-0379,12/29/2023,6,660,4,7,1500,1006,0.05,9975
1380,INV-2025-03-14-0380,3/14/2025,3,564,8,1,300,180,0.00,300
1381,INV-2024-11-01-0381,11/1/2024,5,612,17,1,2200,1508,0.05,2090
1382,INV-2024-11-23-0382,11/23/2024,8,575,10,2,1800,1331,0.05,3420
1383,INV-2025-04-24-0383,4/24/2025,7,506,17,8,2200,1417,0.00,17600
1384,INV-2024-04-11-0384,4/11/2024,5,678,7,1,400,235,0.00,400
1385,INV-2025-08-17-0385,8/17/2025,3,546,19,8,850,548,0.00,6800
1386,INV-2025-11-03-0386,11/3/2025,8,576,17,4,2200,1332,0.00,8800
1387,INV-2024-09-05-0387,9/5/2024,5,650,18,4,750,456,0.10,2700
1388,INV-2025-06-04-0388,6/4/2025,8,696,18,3,750,466,0.00,2250
1389,INV-2025-01-30-0389,1/30/2025,6,630,20,3,4500,2821,0.00,13500
1390,INV-2023-06-27-0390,6/27/2023,6,531,19,4,850,601,0.10,3060
1391,INV-2025-05-23-0391,5/23/2025,6,690,18,5,750,426,0.00,3750
1392,INV-2025-11-24-0392,11/24/2025,8,610,6,7,500,326,0.10,3150
1393,INV-2023-12-05-0393,12/5/2023,1,577,5,3,700,499,0.00,2100
1394,INV-2025-01-04-0394,1/4/2025,4,544,10,2,1800,1224,0.15,3060
1395,INV-2024-02-14-0395,2/14/2024,8,502,3,8,600,447,0.10,4320
1396,INV-2025-09-19-0396,9/19/2025,5,595,4,8,1500,1070,0.00,12000
1397,INV-2025-10-03-0397,10/3/2025,7,645,11,4,1500,1111,0.05,5700
1398,INV-2025-12-15-0398,12/15/2025,1,588,8,8,300,186,0.15,2040
1399,INV-2024-08-12-0399,8/12/2024,4,541,7,8,400,238,0.10,2880
1400,INV-2025-08-17-0400,8/17/2025,8,654,20,8,4500,3047,0.00,36000
1401,INV-2025-04-25-0401,4/25/2025,6,561,12,5,1200,764,0.10,5400
1402,INV-2024-06-08-0402,6/8/2024,5,628,13,8,800,503,0.10,5760
1403,INV-2023-12-06-0403,12/6/2023,7,648,18,4,750,555,0.05,2850
1404,INV-2024-09-27-0404,9/27/2024,2,524,1,1,650,471,0.05,617.5
1405,INV-2024-02-04-0405,2/4/2024,8,508,4,8,1500,831,0.00,12000
1406,INV-2025-04-26-0406,4/26/2025,1,584,13,6,800,516,0.05,4560
1407,INV-2024-05-01-0407,5/1/2024,1,652,20,4,4500,2903,0.10,16200
1408,INV-2023-08-14-0408,8/14/2023,7,623,14,8,1200,714,0.00,9600
1409,INV-2025-08-13-0409,8/13/2025,8,626,9,4,2500,1669,0.00,10000
1410,INV-2024-03-10-0410,3/10/2024,1,658,6,6,500,326,0.00,3000
1411,INV-2023-01-23-0411,1/23/2023,5,559,2,6,1200,718,0.15,6120
1412,INV-2024-06-21-0412,6/21/2024,3,617,9,2,2500,1747,0.00,5000
1413,INV-2025-06-10-0413,6/10/2025,2,509,2,1,1200,707,0.05,1140
1414,INV-2025-07-03-0414,7/3/2025,6,697,5,8,700,480,0.05,5320
1415,INV-2025-11-08-0415,11/8/2025,4,614,14,4,1200,665,0.00,4800
1416,INV-2024-02-03-0416,2/3/2024,4,533,6,5,500,303,0.10,2250
1417,INV-2025-12-22-0417,12/22/2025,8,611,9,1,2500,1621,0.10,2250
1418,INV-2025-03-25-0418,3/25/2025,7,568,11,7,1500,920,0.10,9450
1419,INV-2025-02-17-0419,2/17/2025,6,601,1,8,650,397,0.00,5200
1420,INV-2025-10-09-0420,10/9/2025,5,618,13,1,800,480,0.10,720
1421,INV-2025-05-20-0421,5/20/2025,6,683,18,2,750,486,0.05,1425
1422,INV-2025-08-14-0422,8/14/2025,7,694,20,8,4500,2546,0.10,32400
1423,INV-2025-11-22-0423,11/22/2025,2,540,13,4,800,575,0.00,3200
1424,INV-2024-09-14-0424,9/14/2024,6,535,1,8,650,444,0.00,5200
1425,INV-2025-08-17-0425,8/17/2025,2,641,15,4,3500,1939,0.05,13300
1426,INV-2025-05-28-0426,5/28/2025,1,620,19,3,850,557,0.00,2550
1427,INV-2023-09-01-0427,9/1/2023,4,558,10,8,1800,1156,0.15,12240
1428,INV-2025-06-01-0428,6/1/2025,6,606,7,2,400,286,0.05,760
1429,INV-2023-07-29-0429,7/29/2023,2,650,10,4,1800,1219,0.00,7200
1430,INV-2025-06-12-0430,6/12/2025,6,641,14,4,1200,701,0.00,4800
1431,INV-2025-07-18-0431,7/18/2025,8,536,11,8,1500,845,0.00,12000
1432,INV-2025-04-13-0432,4/13/2025,8,697,15,5,3500,2145,0.05,16625
1433,INV-2025-07-03-0433,7/3/2025,7,607,12,5,1200,663,0.05,5700
1434,INV-2025-09-02-0434,9/2/2025,3,668,3,2,600,425,0.05,1140
1435,INV-2023-11-14-0435,11/14/2023,2,505,10,6,1800,1328,0.00,10800
1436,INV-2023-12-16-0436,12/16/2023,7,630,8,8,300,185,0.05,2280
1437,INV-2023-10-16-0437,10/16/2023,8,670,9,1,2500,1867,0.10,2250
1438,INV-2025-02-16-0438,2/16/2025,2,623,19,3,850,556,0.00,2550
1439,INV-2025-09-11-0439,9/11/2025,8,654,2,6,1200,772,0.05,6840
1440,INV-2025-11-26-0440,11/26/2025,3,696,20,5,4500,2705,0.15,19125
1441,INV-2025-09-27-0441,9/27/2025,1,562,12,7,1200,696,0.05,7980
1442,INV-2024-12-05-0442,12/5/2024,7,549,1,8,650,453,0.10,4680
1443,INV-2025-09-30-0443,9/30/2025,6,536,11,5,1500,1029,0.10,6750
1444,INV-2024-05-14-0444,5/14/2024,4,691,14,7,1200,703,0.00,8400
1445,INV-2025-09-14-0445,9/14/2025,7,540,12,7,1200,719,0.05,7980
1446,INV-2024-06-24-0446,6/24/2024,3,593,6,7,500,341,0.05,3325
1447,INV-2025-08-25-0447,8/25/2025,3,591,14,4,1200,871,0.15,4080
1448,INV-2025-06-10-0448,6/10/2025,8,570,14,3,1200,802,0.00,3600
1449,INV-2025-02-24-0449,2/24/2025,6,508,13,6,800,441,0.15,4080
1450,INV-2025-10-22-0450,10/22/2025,7,520,1,8,650,452,0.00,5200
1451,INV-2023-08-14-0451,8/14/2023,3,662,11,4,1500,1031,0.00,6000
1452,INV-2025-09-27-0452,9/27/2025,8,606,8,5,300,197,0.10,1350
1453,INV-2024-11-09-0453,11/9/2024,4,590,2,2,1200,858,0.15,2040
1454,INV-2024-06-04-0454,6/4/2024,1,677,6,7,500,305,0.00,3500
1455,INV-2025-01-07-0455,1/7/2025,2,608,12,1,1200,823,0.00,1200
1456,INV-2025-04-25-0456,4/25/2025,8,673,3,3,600,411,0.00,1800
1457,INV-2025-06-12-0457,6/12/2025,5,577,12,5,1200,667,0.00,6000
1458,INV-2025-07-18-0458,7/18/2025,2,600,14,3,1200,831,0.15,3060
1459,INV-2025-09-01-0459,9/1/2025,3,568,9,3,2500,1614,0.00,7500
1460,INV-2025-05-03-0460,5/3/2025,8,665,18,1,750,414,0.00,750
1461,INV-2025-03-10-0461,3/10/2025,8,696,11,5,1500,897,0.10,6750
1462,INV-2025-11-12-0462,11/12/2025,5,634,11,7,1500,965,0.10,9450
1463,INV-2024-06-07-0463,6/7/2024,7,516,10,1,1800,1184,0.00,1800
1464,INV-2024-09-30-0464,9/30/2024,7,648,4,6,1500,960,0.05,8550
1465,INV-2024-11-17-0465,11/17/2024,7,626,8,1,300,207,0.00,300
1466,INV-2025-10-22-0466,10/22/2025,6,622,17,7,2200,1377,0.15,13090
1467,INV-2025-08-17-0467,8/17/2025,3,507,9,3,2500,1806,0.15,6375
1468,INV-2023-04-03-0468,4/3/2023,8,521,10,1,1800,1138,0.00,1800
1469,INV-2024-11-18-0469,11/18/2024,8,581,17,1,2200,1581,0.10,1980
1470,INV-2024-01-05-0470,1/5/2024,8,667,4,3,1500,1084,0.00,4500
1471,INV-2024-09-22-0471,9/22/2024,3,618,15,5,3500,2271,0.00,17500
1472,INV-2023-03-26-0472,3/26/2023,1,582,7,5,400,278,0.10,1800
1473,INV-2024-04-28-0473,4/28/2024,2,617,18,8,750,557,0.05,5700
1474,INV-2024-08-03-0474,8/3/2024,2,518,20,1,4500,2580,0.05,4275
1475,INV-2025-06-15-0475,6/15/2025,3,545,3,6,600,417,0.00,3600
1476,INV-2023-05-20-0476,5/20/2023,7,662,14,2,1200,865,0.05,2280
1477,INV-2023-06-17-0477,6/17/2023,7,567,7,7,400,280,0.00,2800
1478,INV-2025-08-27-0478,8/27/2025,1,545,6,7,500,348,0.15,2975
1479,INV-2024-07-06-0479,7/6/2024,2,569,15,2,3500,2604,0.00,7000
1480,INV-2025-01-13-0480,1/13/2025,8,645,17,8,2200,1640,0.15,14960
1481,INV-2025-05-16-0481,5/16/2025,3,606,11,8,1500,1107,0.05,11400
1482,INV-2025-01-17-0482,1/17/2025,6,613,1,5,650,436,0.05,3087.5
1483,INV-2025-04-16-0483,4/16/2025,8,544,7,5,400,298,0.05,1900
1484,INV-2023-06-19-0484,6/19/2023,6,642,2,3,1200,849,0.00,3600
1485,INV-2024-10-25-0485,10/25/2024,8,666,1,5,650,420,0.05,3087.5
1486,INV-2023-03-31-0486,3/31/2023,6,662,15,7,3500,1960,0.00,24500
1487,INV-2025-09-23-0487,9/23/2025,2,666,16,8,900,589,0.05,6840
1488,INV-2024-06-26-0488,6/26/2024,3,533,19,8,850,512,0.15,5780
1489,INV-2024-07-19-0489,7/19/2024,4,650,20,7,4500,2708,0.05,29925
1490,INV-2025-11-01-0490,11/1/2025,7,653,17,5,2200,1559,0.10,9900
1491,INV-2024-06-29-0491,6/29/2024,6,502,5,3,700,521,0.00,2100
1492,INV-2025-09-22-0492,9/22/2025,8,673,11,6,1500,921,0.00,9000
1493,INV-2025-02-05-0493,2/5/2025,7,563,11,5,1500,998,0.10,6750
1494,INV-2025-03-16-0494,3/16/2025,4,579,15,2,3500,2134,0.00,7000
1495,INV-2024-10-29-0495,10/29/2024,1,666,11,2,1500,1028,0.00,3000
1496,INV-2023-08-09-0496,8/9/2023,2,662,15,3,3500,2584,0.10,9450
1497,INV-2024-07-23-0497,7/23/2024,2,524,17,2,2200,1554,0.15,3740
1498,INV-2025-02-26-0498,2/26/2025,3,645,19,2,850,534,0.10,1530
1499,INV-2025-09-22-0499,9/22/2025,1,574,13,2,800,459,0.00,1600
1500,INV-2025-04-27-0500,4/27/2025,4,622,8,4,300,189,0.10,1080
1501,INV-2025-09-18-0501,9/18/2025,6,536,1,8,650,464,0.00,5200
1502,INV-2025-08-27-0502,8/27/2025,6,522,2,8,1200,707,0.15,8160
1503,INV-2023-01-30-0503,1/30/2023,6,537,3,6,600,347,0.05,3420
1504,INV-2025-08-26-0504,8/26/2025,5,627,13,1,800,517,0.15,680
1505,INV-2023-12-21-0505,12/21/2023,7,537,10,1,1800,1024,0.10,1620
1506,INV-2025-04-20-0506,4/20/2025,2,557,15,3,3500,2598,0.00,10500
1507,INV-2025-08-09-0507,8/9/2025,5,624,5,4,700,385,0.05,2660
1508,INV-2024-07-05-0508,7/5/2024,3,562,10,4,1800,1274,0.05,6840
1509,INV-2024-04-23-0509,4/23/2024,7,642,8,8,300,170,0.00,2400
1510,INV-2025-10-12-0510,10/12/2025,2,573,5,5,700,405,0.00,3500
1511,INV-2025-02-24-0511,2/24/2025,7,609,12,3,1200,734,0.00,3600
1512,INV-2025-08-13-0512,8/13/2025,1,563,1,8,650,437,0.10,4680
1513,INV-2025-08-30-0513,8/30/2025,8,560,7,8,400,300,0.15,2720
1514,INV-2025-10-03-0514,10/3/2025,2,591,12,3,1200,838,0.10,3240
1515,INV-2025-09-22-0515,9/22/2025,7,545,4,5,1500,1040,0.05,7125
1516,INV-2025-10-16-0516,10/16/2025,1,623,20,2,4500,3128,0.15,7650
1517,INV-2024-09-22-0517,9/22/2024,8,690,20,8,4500,2956,0.05,34200
1518,INV-2024-02-10-0518,2/10/2024,1,561,17,5,2200,1307,0.10,9900
1519,INV-2025-10-12-0519,10/12/2025,1,663,11,4,1500,878,0.10,5400
1520,INV-2025-08-19-0520,8/19/2025,6,628,4,7,1500,1117,0.00,10500
1521,INV-2025-05-25-0521,5/25/2025,8,639,20,3,4500,2930,0.05,12825
1522,INV-2025-06-09-0522,6/9/2025,5,678,16,2,900,673,0.00,1800
1523,INV-2025-03-01-0523,3/1/2025,4,560,20,8,4500,3283,0.00,36000
1524,INV-2024-03-28-0524,3/28/2024,2,685,3,1,600,365,0.00,600
1525,INV-2024-12-01-0525,12/1/2024,5,693,17,5,2200,1344,0.00,11000
1526,INV-2025-10-18-0526,10/18/2025,2,545,10,5,1800,1334,0.05,8550
1527,INV-2023-07-26-0527,7/26/2023,3,577,10,5,1800,1235,0.10,8100
1528,INV-2025-07-07-0528,7/7/2025,1,595,3,7,600,412,0.05,3990
1529,INV-2025-04-14-0529,4/14/2025,1,532,9,6,2500,1416,0.00,15000
1530,INV-2025-12-26-0530,12/26/2025,6,507,5,8,700,512,0.00,5600
1531,INV-2023-12-04-0531,12/4/2023,3,630,18,4,750,562,0.00,3000
1532,INV-2025-04-05-0532,4/5/2025,1,562,20,4,4500,2547,0.10,16200
1533,INV-2025-06-18-0533,6/18/2025,2,686,3,1,600,368,0.10,540
1534,INV-2024-12-11-0534,12/11/2024,2,586,1,2,650,481,0.00,1300
1535,INV-2025-01-17-0535,1/17/2025,4,632,20,3,4500,3335,0.00,13500
1536,INV-2025-06-15-0536,6/15/2025,4,559,3,4,600,332,0.10,2160
1537,INV-2024-01-19-0537,1/19/2024,7,666,19,3,850,487,0.05,2422.5
1538,INV-2025-01-31-0538,1/31/2025,1,634,4,2,1500,1123,0.10,2700
1539,INV-2024-01-28-0539,1/28/2024,2,533,2,5,1200,876,0.15,5100
1540,INV-2025-03-30-0540,3/30/2025,6,668,12,4,1200,718,0.10,4320
1541,INV-2024-05-04-0541,5/4/2024,1,511,7,6,400,254,0.15,2040
1542,INV-2025-10-17-0542,10/17/2025,4,658,16,4,900,600,0.05,3420
1543,INV-2025-12-04-0543,12/4/2025,5,605,3,8,600,355,0.00,4800
1544,INV-2024-08-17-0544,8/17/2024,6,575,1,4,650,402,0.10,2340
1545,INV-2024-05-11-0545,5/11/2024,4,511,9,3,2500,1755,0.00,7500
1546,INV-2025-12-28-0546,12/28/2025,1,676,5,1,700,411,0.10,630
1547,INV-2025-05-24-0547,5/24/2025,7,646,6,2,500,277,0.00,1000
1548,INV-2025-06-28-0548,6/28/2025,7,587,11,1,1500,921,0.00,1500
1549,INV-2025-10-12-0549,10/12/2025,4,504,14,6,1200,674,0.10,6480
1550,INV-2024-09-07-0550,9/7/2024,8,529,11,4,1500,1050,0.00,6000
1551,INV-2025-11-11-0551,11/11/2025,6,533,12,2,1200,895,0.05,2280
1552,INV-2024-12-18-0552,12/18/2024,7,636,18,2,750,485,0.00,1500
1553,INV-2024-07-09-0553,7/9/2024,1,662,1,2,650,362,0.05,1235
1554,INV-2024-09-04-0554,9/4/2024,1,669,10,6,1800,1268,0.15,9180
1555,INV-2024-12-29-0555,12/29/2024,1,625,13,4,800,468,0.10,2880
1556,INV-2024-10-19-0556,10/19/2024,1,687,13,1,800,556,0.10,720
1557,INV-2023-09-28-0557,9/28/2023,1,623,9,5,2500,1822,0.10,11250
1558,INV-2024-11-27-0558,11/27/2024,7,610,18,6,750,524,0.10,4050
1559,INV-2024-05-16-0559,5/16/2024,2,613,9,3,2500,1553,0.05,7125
1560,INV-2025-09-16-0560,9/16/2025,6,534,16,8,900,625,0.10,6480
1561,INV-2025-01-16-0561,1/16/2025,6,677,12,4,1200,887,0.00,4800
1562,INV-2024-11-15-0562,11/15/2024,5,646,7,3,400,222,0.05,1140
1563,INV-2025-01-26-0563,1/26/2025,6,700,19,8,850,630,0.00,6800
1564,INV-2025-06-19-0564,6/19/2025,7,531,13,8,800,561,0.10,5760
1565,INV-2023-09-07-0565,9/7/2023,8,662,7,3,400,253,0.05,1140
1566,INV-2025-06-15-0566,6/15/2025,4,665,11,7,1500,1046,0.00,10500
1567,INV-2024-09-04-0567,9/4/2024,1,686,16,2,900,659,0.00,1800
1568,INV-2025-03-15-0568,3/15/2025,4,596,3,1,600,394,0.10,540
1569,INV-2023-06-10-0569,6/10/2023,3,592,14,3,1200,766,0.00,3600
1570,INV-2025-02-08-0570,2/8/2025,8,677,6,4,500,316,0.00,2000
1571,INV-2024-04-18-0571,4/18/2024,8,682,11,6,1500,850,0.05,8550
1572,INV-2025-10-27-0572,10/27/2025,2,630,9,1,2500,1732,0.10,2250
1573,INV-2024-05-18-0573,5/18/2024,6,674,20,2,4500,2683,0.00,9000
1574,INV-2025-04-09-0574,4/9/2025,8,644,2,7,1200,789,0.05,7980
1575,INV-2024-04-23-0575,4/23/2024,2,554,4,2,1500,1097,0.15,2550
1576,INV-2025-05-14-0576,5/14/2025,5,698,20,7,4500,2551,0.10,28350
1577,INV-2024-12-12-0577,12/12/2024,6,653,3,6,600,338,0.10,3240
1578,INV-2024-08-11-0578,8/11/2024,1,662,3,4,600,393,0.00,2400
1579,INV-2025-07-09-0579,7/9/2025,8,595,6,6,500,290,0.05,2850
1580,INV-2025-08-16-0580,8/16/2025,6,561,20,1,4500,2501,0.10,4050
1581,INV-2025-09-23-0581,9/23/2025,7,509,9,2,2500,1617,0.10,4500
1582,INV-2025-08-02-0582,8/2/2025,5,600,10,4,1800,1297,0.10,6480
1583,INV-2025-08-21-0583,8/21/2025,2,523,17,8,2200,1646,0.05,16720
1584,INV-2025-04-12-0584,4/12/2025,4,690,17,1,2200,1218,0.00,2200
1585,INV-2025-05-22-0585,5/22/2025,2,530,2,6,1200,836,0.00,7200
1586,INV-2025-05-17-0586,5/17/2025,2,556,1,2,650,358,0.05,1235
1587,INV-2024-06-09-0587,6/9/2024,4,665,1,4,650,360,0.00,2600
1588,INV-2025-03-17-0588,3/17/2025,6,616,3,6,600,438,0.00,3600
1589,INV-2025-06-21-0589,6/21/2025,1,609,1,4,650,416,0.05,2470
1590,INV-2025-10-24-0590,10/24/2025,7,624,8,1,300,191,0.00,300
1591,INV-2025-01-28-0591,1/28/2025,2,611,1,2,650,399,0.05,1235
1592,INV-2024-04-05-0592,4/5/2024,3,553,2,2,1200,851,0.10,2160
1593,INV-2025-05-10-0593,5/10/2025,2,641,18,8,750,523,0.00,6000
1594,INV-2025-05-29-0594,5/29/2025,1,588,8,4,300,176,0.10,1080
1595,INV-2024-01-07-0595,1/7/2024,6,543,20,3,4500,2906,0.05,12825
1596,INV-2025-10-28-0596,10/28/2025,1,627,4,7,1500,1035,0.10,9450
1597,INV-2024-12-26-0597,12/26/2024,7,524,8,2,300,184,0.00,600
1598,INV-2024-07-29-0598,7/29/2024,5,515,2,6,1200,756,0.10,6480
1599,INV-2025-09-04-0599,9/4/2025,8,517,16,6,900,501,0.00,5400
1600,INV-2024-04-16-0600,4/16/2024,1,518,6,1,500,309,0.15,425
1601,INV-2025-03-18-0601,3/18/2025,7,597,20,2,4500,3248,0.05,8550
1602,INV-2025-01-01-0602,1/1/2025,7,680,14,2,1200,683,0.10,2160
1603,INV-2025-08-08-0603,8/8/2025,5,672,18,8,750,516,0.10,5400
1604,INV-2025-02-01-0604,2/1/2025,1,634,13,4,800,510,0.00,3200
1605,INV-2024-12-03-0605,12/3/2024,7,570,20,8,4500,3343,0.10,32400
1606,INV-2025-06-17-0606,6/17/2025,7,541,17,3,2200,1588,0.05,6270
1607,INV-2025-02-17-0607,2/17/2025,6,610,1,5,650,431,0.15,2762.5
1608,INV-2025-07-10-0608,7/10/2025,5,567,8,3,300,195,0.00,900
1609,INV-2024-12-19-0609,12/19/2024,8,617,3,8,600,378,0.15,4080
1610,INV-2025-08-17-0610,8/17/2025,7,698,11,2,1500,875,0.00,3000
1611,INV-2025-11-22-0611,11/22/2025,7,683,16,7,900,586,0.05,5985
1612,INV-2024-01-13-0612,1/13/2024,1,652,7,8,400,263,0.00,3200
1613,INV-2025-06-13-0613,6/13/2025,6,619,17,3,2200,1260,0.15,5610
1614,INV-2025-11-08-0614,11/8/2025,7,551,14,1,1200,724,0.00,1200
1615,INV-2025-10-09-0615,10/9/2025,8,573,11,3,1500,1019,0.15,3825
1616,INV-2025-10-26-0616,10/26/2025,1,694,12,5,1200,819,0.05,5700
1617,INV-2025-04-17-0617,4/17/2025,7,588,18,1,750,541,0.10,675
1618,INV-2025-12-18-0618,12/18/2025,5,657,6,2,500,319,0.10,900
1619,INV-2024-01-26-0619,1/26/2024,6,642,19,7,850,526,0.00,5950
1620,INV-2025-11-26-0620,11/26/2025,8,698,12,5,1200,761,0.10,5400
1621,INV-2024-07-06-0621,7/6/2024,8,579,15,7,3500,1974,0.00,24500
1622,INV-2025-05-13-0622,5/13/2025,5,525,14,2,1200,700,0.05,2280
1623,INV-2025-06-14-0623,6/14/2025,5,565,15,6,3500,2374,0.00,21000
1624,INV-2025-05-19-0624,5/19/2025,7,601,3,4,600,331,0.00,2400
1625,INV-2023-12-01-0625,12/1/2023,4,689,5,8,700,434,0.00,5600
1626,INV-2024-06-27-0626,6/27/2024,3,521,20,8,4500,3175,0.10,32400
1627,INV-2025-03-15-0627,3/15/2025,8,681,10,5,1800,1031,0.00,9000
1628,INV-2025-07-16-0628,7/16/2025,1,519,3,4,600,427,0.05,2280
1629,INV-2025-10-03-0629,10/3/2025,8,641,17,4,2200,1278,0.05,8360
1630,INV-2025-01-11-0630,1/11/2025,3,663,11,8,1500,865,0.15,10200
1631,INV-2025-12-26-0631,12/26/2025,1,570,8,5,300,171,0.00,1500
1632,INV-2025-03-18-0632,3/18/2025,6,515,8,8,300,203,0.00,2400
1633,INV-2024-12-11-0633,12/11/2024,7,561,12,4,1200,669,0.05,4560
1634,INV-2025-05-26-0634,5/26/2025,7,546,7,5,400,221,0.15,1700
1635,INV-2024-01-10-0635,1/10/2024,6,513,17,2,2200,1464,0.00,4400
1636,INV-2024-11-19-0636,11/19/2024,8,690,4,4,1500,1019,0.00,6000
1637,INV-2024-04-26-0637,4/26/2024,7,598,14,3,1200,711,0.05,3420
1638,INV-2023-05-02-0638,5/2/2023,3,641,3,7,600,355,0.15,3570
1639,INV-2025-05-24-0639,5/24/2025,1,530,9,6,2500,1668,0.15,12750
1640,INV-2024-11-09-0640,11/9/2024,7,627,3,7,600,434,0.05,3990
1641,INV-2025-09-16-0641,9/16/2025,5,509,5,7,700,403,0.00,4900
1642,INV-2025-01-19-0642,1/19/2025,1,593,8,4,300,212,0.00,1200
1643,INV-2025-06-20-0643,6/20/2025,5,569,17,7,2200,1396,0.00,15400
1644,INV-2025-09-10-0644,9/10/2025,4,612,9,6,2500,1474,0.05,14250
1645,INV-2024-06-13-0645,6/13/2024,7,686,9,2,2500,1757,0.05,4750
1646,INV-2025-03-23-0646,3/23/2025,7,583,17,1,2200,1618,0.00,2200
1647,INV-2025-07-25-0647,7/25/2025,8,622,19,3,850,533,0.00,2550
1648,INV-2024-07-10-0648,7/10/2024,1,580,20,2,4500,2527,0.10,8100
1649,INV-2025-10-22-0649,10/22/2025,2,689,12,6,1200,699,0.05,6840
